010011101_100100101	//157,293
100100101_111110011	//293,499
111110011_110110011	//499,435
110110011_010111011	//435,187
010111011_111010110	//187,470
111010110_010010011	//470,147
010010011_100100111	//147,295
100100111_000010010	//295,18
000010010_000100011	//18,35
000100011_110100000	//35,416
110100000_110010100	//416,404
110010100_010001011	//404,139
010001011_001001101	//139,77
001001101_001010111	//77,87
001010111_100011010	//87,282
100011010_001010101	//282,85
001010101_011110111	//85,247
011110111_101110111	//247,375
101110111_110000000	//375,384
110000000_001100010	//384,98
001100010_110101001	//98,425
110101001_111000101	//425,453
111000101_010101111	//453,175
010101111_011101001	//175,233
011101001_101001111	//233,335
101001111_010001010	//335,138
010001010_100110101	//138,309
100110101_111100110	//309,486
111100110_010110111	//486,183
010110111_000010011	//183,19
000010011_011000011	//19,195
011000011_110010101	//195,405
110010101_100010110	//405,278
100010110_000110000	//278,48
000110000_010101111	//48,175
010101111_011111011	//175,251
011111011_010000100	//251,132
010000100_010110110	//132,182
010110110_001110011	//182,115
001110011_001011101	//115,93
001011101_001111011	//93,123
001111011_111111101	//123,509
111111101_000101100	//509,44
000101100_111000111	//44,455
111000111_001011100	//455,92
001011100_101100011	//92,355
101100011_100011100	//355,284
100011100_110000111	//284,391
110000111_111101011	//391,491
111101011_111000111	//491,455
111000111_000101001	//455,41
000101001_010101111	//41,175
010101111_111001110	//175,462
111001110_000001111	//462,15
000001111_001011011	//15,91
001011011_110010110	//91,406
110010110_000010001	//406,17
000010001_110100010	//17,418
110100010_101100001	//418,353
101100001_001010111	//353,87
001010111_010100101	//87,165
010100101_011101111	//165,239
011101111_000001101	//239,13
000001101_101010000	//13,336
101010000_111011100	//336,476
111011100_111100100	//476,484
111100100_011010100	//484,212
011010100_110100101	//212,421
110100101_011101110	//421,238
011101110_001110111	//238,119
001110111_001001111	//119,79
001001111_110111011	//79,443
110111011_001111000	//443,120
001111000_100100001	//120,289
100100001_110111101	//289,445
110111101_110111101	//445,445
110111101_011111000	//445,248
011111000_101011110	//248,350
101011110_101111110	//350,382
101111110_000011011	//382,27
000011011_101010010	//27,338
101010010_000101110	//338,46
000101110_110011001	//46,409
110011001_000000110	//409,6
000000110_101001110	//6,334
101001110_010010111	//334,151
010010111_000110111	//151,55
000110111_111110101	//55,501
111110101_000011000	//501,24
000011000_000100001	//24,33
000100001_000100110	//33,38
000100110_000100010	//38,34
000100010_010111110	//34,190
010111110_101011000	//190,344
101011000_101010111	//344,343
101010111_100001110	//343,270
100001110_010110110	//270,182
010110110_001001110	//182,78
001001110_101100001	//78,353
101100001_111111001	//353,505
111111001_001010101	//505,85
001010101_100010111	//85,279
100010111_111111011	//279,507
111111011_101101011	//507,363
101101011_101011001	//363,345
101011001_001001010	//345,74
001001010_110000101	//74,389
110000101_110101110	//389,430
110101110_101100000	//430,352
101100000_110000111	//352,391
110000111_110000000	//391,384
110000000_101010001	//384,337
101010001_001101110	//337,110
001101110_111101011	//110,491
111101011_100010010	//491,274
100010010_110100111	//274,423
110100111_101101011	//423,363
101101011_010011110	//363,158
010011110_110000100	//158,388
110000100_101000110	//388,326
101000110_010100011	//326,163
010100011_101000110	//163,326
101000110_011000011	//326,195
011000011_010001000	//195,136
010001000_001000100	//136,68
001000100_010010000	//68,144
010010000_111100010	//144,482
111100010_000001101	//482,13
000001101_011100100	//13,228
011100100_010101110	//228,174
010101110_110010101	//174,405
110010101_100110111	//405,311
100110111_111111000	//311,504
111111000_111010100	//504,468
111010100_010111000	//468,184
010111000_010101101	//184,173
010101101_001011110	//173,94
001011110_010111010	//94,186
010111010_011000110	//186,198
011000110_011011001	//198,217
011011001_011010100	//217,212
011010100_100011110	//212,286
100011110_001100011	//286,99
001100011_001101010	//99,106
001101010_001111110	//106,126
001111110_000111111	//126,63
000111111_111010011	//63,467
111010011_011010010	//467,210
011010010_101100100	//210,356
101100100_101100010	//356,354
101100010_110000000	//354,384
110000000_011001001	//384,201
011001001_011110010	//201,242
011110010_001010001	//242,81
001010001_001111000	//81,120
001111000_011001000	//120,200
011001000_001110111	//200,119
001110111_111010111	//119,471
111010111_011101100	//471,236
011101100_110001111	//236,399
110001111_110100110	//399,422
110100110_001000101	//422,69
