0100011_1010110	//35,86
1010110_1001010	//86,74
1001010_0110000	//74,48
0110000_1101010	//48,106
1101010_0001011	//106,11
0001011_0011011	//11,27
0011011_1011000	//27,88
1011000_1111111	//88,127
1111111_1100110	//127,102
1100110_1110101	//102,117
1110101_0110100	//117,52
0110100_0001111	//52,15
0001111_0000100	//15,4
0000100_1000111	//4,71
1000111_0110000	//71,48
0110000_1101101	//48,109
1101101_1000001	//109,65
1000001_1100100	//65,100
1100100_0111110	//100,62
0111110_0001110	//62,14
0001110_1000010	//14,66
1000010_0000101	//66,5
0000101_1010001	//5,81
1010001_0001100	//81,12
0001100_1101100	//12,108
1101100_1000101	//108,69
1000101_1100011	//69,99
1100011_0100100	//99,36
0100100_1101011	//36,107
1101011_0100011	//107,35
0100011_1110000	//35,112
1110000_0110111	//112,55
0110111_0101101	//55,45
0101101_0000011	//45,3
0000011_1111001	//3,121
1111001_1001100	//121,76
1001100_1100100	//76,100
1100100_0101110	//100,46
0101110_0000010	//46,2
0000010_0001101	//2,13
0001101_0000111	//13,7
0000111_1001110	//7,78
1001110_0010100	//78,20
0010100_1000110	//20,70
1000110_1010001	//70,81
1010001_1110010	//81,114
1110010_0111100	//114,60
0111100_1101001	//60,105
1101001_1000001	//105,65
1000001_0010000	//65,16
0010000_0001010	//16,10
0001010_0001101	//10,13
0001101_0011000	//13,24
0011000_1111110	//24,126
1111110_0010011	//126,19
0010011_1101010	//19,106
1101010_1011110	//106,94
1011110_1110111	//94,119
1110111_1101111	//119,111
1101111_1011110	//111,94
1011110_1011110	//94,94
1011110_0011101	//94,29
0011101_0111011	//29,59
0111011_1101100	//59,108
1101100_0100101	//108,37
0100101_1110001	//37,113
1110001_0011000	//113,24
0011000_0110111	//24,55
0110111_0000111	//55,7
0000111_1011101	//7,93
1011101_0101011	//93,43
0101011_0001011	//43,11
0001011_0011010	//11,26
0011010_0101010	//26,42
0101010_0011011	//42,27
0011011_1010101	//27,85
1010101_0111001	//85,57
0111001_0001010	//57,10
0001010_0010110	//10,22
0010110_0100110	//22,38
0100110_0000010	//38,2
0000010_0010000	//2,16
0010000_1001100	//16,76
1001100_0110100	//76,52
0110100_1011000	//52,88
1011000_0110011	//88,51
0110011_1110010	//51,114
1110010_1011000	//114,88
1011000_1100010	//88,98
1100010_1001111	//98,79
1001111_1000001	//79,65
1000001_0010001	//65,17
0010001_0001011	//17,11
0001011_0100011	//11,35
0100011_1110101	//35,117
1110101_0000000	//117,0
0000000_0000000	//0,0
0000000_1010100	//0,84
1010100_1001110	//84,78
1001110_1101010	//78,106
1101010_0110100	//106,52
0110100_1101000	//52,104
1101000_0010010	//104,18
0010010_0111010	//18,58
0111010_1011111	//58,95
1011111_1001100	//95,76
1001100_0001000	//76,8
0001000_1111100	//8,124
1111100_1111011	//124,123
1111011_1001111	//123,79
1001111_1111110	//79,126
1111110_1100010	//126,98
1100010_1000110	//98,70
1000110_0100100	//70,36
0100100_1000101	//36,69
1000101_1000011	//69,67
1000011_1000011	//67,67
1000011_1100100	//67,100
1100100_0110000	//100,48
0110000_0010111	//48,23
0010111_0111001	//23,57
0111001_0001010	//57,10
0001010_0011001	//10,25
0011001_1111101	//25,125
1111101_0110010	//125,50
0110010_1110101	//50,117
1110101_1011100	//117,92
