1101010_0001001	//106,9
0001001_0001111	//9,15
0001111_1010100	//15,84
1010100_1010001	//84,81
1010001_1001101	//81,77
1001101_1100010	//77,98
1100010_1010010	//98,82
1010010_0111000	//82,56
0111000_0100000	//56,32
0100000_0001111	//32,15
0001111_1110100	//15,116
1110100_0101101	//116,45
0101101_1110001	//45,113
1110001_1101001	//113,105
1101001_1000010	//105,66
1000010_1101110	//66,110
1101110_0000000	//110,0
0000000_0111101	//0,61
0111101_1010110	//61,86
1010110_1110001	//86,113
1110001_1100011	//113,99
1100011_1000111	//99,71
1000111_1011111	//71,95
1011111_1011101	//95,93
1011101_0000010	//93,2
0000010_0111010	//2,58
0111010_0100001	//58,33
0100001_0001111	//33,15
0001111_0011011	//15,27
0011011_0111100	//27,60
0111100_1110011	//60,115
1110011_0010110	//115,22
0010110_0111110	//22,62
0111110_1101000	//62,104
1101000_1000000	//104,64
1000000_0111000	//64,56
0111000_1010010	//56,82
1010010_1001011	//82,75
1001011_0000110	//75,6
0000110_1101011	//6,107
1101011_0001110	//107,14
0001110_1100111	//14,103
1100111_1011010	//103,90
1011010_1011100	//90,92
1011100_0000001	//92,1
0000001_0110011	//1,51
0110011_1100010	//51,98
1100010_1101011	//98,107
1101011_0001011	//107,11
0001011_0011000	//11,24
0011000_1011010	//24,90
1011010_0101100	//90,44
0101100_1100001	//44,97
1100001_1110110	//97,118
1110110_0001111	//118,15
0001111_1101000	//15,104
1101000_0001101	//104,13
0001101_0011101	//13,29
0011101_1100111	//29,103
1100111_0011011	//103,27
0011011_1101100	//27,108
1101100_1010101	//108,85
1010101_1010111	//85,87
1010111_1110100	//87,116
1110100_0101111	//116,47
0101111_1010110	//47,86
1010110_1101011	//86,107
1101011_1010111	//107,87
1010111_1011010	//87,90
1011010_1010000	//90,80
1010000_1000010	//80,66
1000010_1011110	//66,94
1011110_1001000	//94,72
1001000_1100101	//72,101
1100101_0001111	//101,15
0001111_1010100	//15,84
1010100_0100100	//84,36
0100100_0101010	//36,42
0101010_0011010	//42,26
0011010_0111001	//26,57
0111001_1110001	//57,113
1110001_0101001	//113,41
0101001_0111101	//41,61
0111101_1000001	//61,65
1000001_0000011	//65,3
0000011_1100010	//3,98
1100010_1100111	//98,103
1100111_1010100	//103,84
1010100_0000100	//84,4
0000100_1000110	//4,70
1000110_0011100	//70,28
